id,title,authors,description,categories,average_rating,ratings_count,published_date,page_count,thumbnail,language,source_query
NqWbDAAAQBAJ,Night and Day,Virginia Woolf,"Katharine Hilbery is beautiful and privileged, but uncertain of her future. She must choose between becoming engaged to the oddly prosaic poet William Rodney, and her dangerous attraction to the passionate Ralph Denham. As she struggles to decide, the lives of two other women - women's rights activist Mary Datchet and Katharine's mother, Margaret, struggling to weave together the documents, events and memories of her own father's life into a biography - impinge on hers with unexpected and intriguing consequences. Virginia Woolf's delicate second novel is both a love story and a social comedy, yet it also subtly undermines these traditions, questioning a woman's role and the very nature of experience.",Fiction,,0,2014-03-28,566,http://books.google.com/books/content?id=NqWbDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Virginia Woolf
mqFjDwAAQBAJ,The Collected Short Stories of Virginia Woolf,Virginia Woolf,"This carefully crafted ebook: ""The Collected Short Stories of Virginia Woolf"" is formatted for your eReader with a functional and detailed table of contents. This is a edition that includes short stories of Virginia Woolf (1882-1941). Virginia Woolf is one of the most famous English writers who was a novelist, diarist, letter writer, polemicist and critic as well as a short story teller. Content: Kew Gardens Monday or Tuesday A Haunted House and Other Short Stories Mrs Dalloway's Party The Complete Shorter Fiction ""Carlyle's House and Other Sketches""",Fiction,,0,2013-05-01,171,http://books.google.com/books/content?id=mqFjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Virginia Woolf
VeX3MAAACAAJ,The Years Virginia Woolf,Virginia Woolf,"Three Guineas is written as a series of letters in which Virginia Woolf ponders the efficacy of donating to various causes to prevent war. In reflecting on her situation as the ""daughter of an educated man"" in 1930s England, Woolf challenges liberal orthodoxies and marshals vast research to make discomforting and still-challenging arguments about the relationship between gender and violence, and about the pieties of those who fail to see their complicity in war-making. This pacifist-feminist essay is a classic whose message resonates loudly in our contemporary global situation.",,,0,2016-11-18,318,http://books.google.com/books/content?id=VeX3MAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Virginia Woolf
WysQEQAAQBAJ,The Introduction,Virginia Woolf,"»The Introduction« is a short story by Virginia Woolf. VIRGINIA WOOLF [1882–1941] was an English author. With novels like Jacob’s Room [1922], Mrs Dalloway [1925], To the Lighthouse [1927], and Orlando [1928], she became a leading figure of modernism and is considered one of the most important English-language authors of the 20th century. As a thinker, with essays like A Room of One’s Own [1929], Woolf has influenced the women’s movement in many countries.",,,0,2024-06-27,9,http://books.google.com/books/content?id=WysQEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Virginia Woolf
dJYLEQAAQBAJ,Flush,Virginia Woolf,"In this captivating narrative, readers are transported into the intriguing world of a cocker spaniel who finds himself amidst the lives of the poet Elizabeth Barrett Browning and her husband. From the tranquil countryside to the bustling streets of Victorian London, the spaniel, Flush, becomes an inseparable companion to Elizabeth, witnessing her poetic musings and the unconventional courtship between Elizabeth and her husband. Published in 1933, this biographical novel by Virginia Woolf weaves together history and fiction. Seen through the eyes of a dog human behaviour becomes both clearer and more absurd, exploring conventions and the unnaturalness of city-living. VIRGINIA WOOLF [1882–1941] was an English author. With novels like Jacob’s Room [1922], Mrs Dalloway [1925], To the Lighthouse [1927], and Orlando [1928], she became a leading figure of modernism and is considered one of the most important English-language authors of the 20th century. As a thinker, with essays like A Room of One’s Own [1929], Woolf has influenced the women’s movement in many countries.",,,0,2024,102,http://books.google.com/books/content?id=dJYLEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Virginia Woolf
AjjH0QEACAAJ,Flush,Virginia Woolf,"Flush: A Biography (1933), Woolf's second radical experiment in biography (after Orlando: A Biography) was a runaway best-seller. This life of the pet spaniel of Victorian poets, Elizabeth Barrett Browning and Robert Browning, playfully tests human-animal boundaries and speaks to rising concerns with class, sexuality and eugenics. This edition demonstrates Flush's historical grounding in the Brownings' era and Woolf's own. It provides rigorous, transparent collation of all extant states of Flush published in Woolf's lifetime. The extensive Explanatory Notes offer fresh insight into sociopolitical and literary contexts. This edition presents, for the first time, full transcriptions of Woolf's reading notebooks and drafts, plus the serialised Atlantic Monthly version. The Introduction maps composition history and draws on rediscovered early reviews. It charts Flush's critical reception to current renewed critical interest. This edition establishes Flush as a playfully ironic and seriously experimental work worthy of wide readership and sustained scholarly attention.",Literary Criticism,,0,2026-05-31,0,http://books.google.com/books/content?id=AjjH0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Virginia Woolf
Y7bGAAAAIAAJ,The Letters of Virginia Woolf: 1888-1912 (Virginia Stephen),Virginia Woolf,"A collection of Virginia Woolf's correspondence from age six to the eve of her marriage twenty-four years later. ""Engagingly fresh and spontaneous as young Virginia's letters are...the excitement in this collection arises from [her] growing awareness of herself as a writer"" (Chicago Sun-Times). Introduction by Nigel Nicolson; Index; photographs.",Biography & Autobiography,,0,1975,584,http://books.google.com/books/content?id=Y7bGAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Virginia Woolf
oFaXtQEACAAJ,The Voyage Out Virginia Woolf,Virginia Woolf,THE VOYAGE OUT by Virginia Woolf 1882-1941,,,0,2018-04,216,http://books.google.com/books/content?id=oFaXtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Virginia Woolf
-Z6BuAEACAAJ,The Voyage Out,Virginia Woolf,"The Voyage Out is a book by an English writer Virginia Woolf.The novels by Virginia Woolf are considered to be classic works of the ""stream of consciousness"". Her first novel The Voyage Out is not an exception. Its characters go on a voyage to the South American coast. The main heroine, a young Rachel Vinrace meets different people - politicians, writers and scientists. She learns about life, has a feeling and then a real love; she starts to understand what is valuable and what is just a spangle in relationships between people.",,,0,2018-06-08,100,,en,inauthor:Virginia Woolf
C7ZqDwAAQBAJ,The Novels of Virginia Woolf,Virginia Woolf,"An irreplaceable collection of writing by one of the greatest English novelists, essayists, feminists and modernists. All of Virginia Woolf's novels are here, including such classics as Mrs. Dalloway, To the Lighthouse, and Orlando, as well as her lesser known earlier works of fiction. Discover the depth and brilliance of one of the 20th Century’s best. Penguin Random House Canada is proud to bring you classic works of literature in e-book form, with the highest quality production values. Find more today and rediscover books you never knew you loved.",Fiction,,0,2018-09-04,2194,http://books.google.com/books/content?id=C7ZqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Virginia Woolf
LTsgMQAACAAJ,Orlando: a Biography,Virginia Woolf,"Orlando: A Biography is a novel by Virginia Woolf, first published on 11 October 1928. A high-spirited romp inspired by the tumultuous family history of Woolf's lover and close friend, the aristocratic poet and novelist Vita Sackville-West, it is arguably one of Woolf's most popular and accessible novels: a history of English literature in satiric form. The book describes the adventures of a poet who changes sex from man to woman and lives for centuries, meeting the key figures of English literary history. Considered a feminist classic, the book has been written about extensively by scholars of women's writing and gender and transgender studies.",,,0,2016-11-17,170,,en,inauthor:Virginia Woolf
